W,Tag,Class,D(x)
onscreen,A,MP,0.00000019
refreshed,A,MP,0.00000019
sonatine,A,MP,0.00000019
aback,R,MP,0.00000019
catalan,A,MP,0.00000019
evocatively,R,MP,0.00000019
quadriplegic,A,MP,0.00000019
tasmanian,A,MP,0.00000019
uncomparable,A,MP,0.00000019
upward,R,MP,0.00000019
adroit,A,MP,0.00000019
duplicitous,A,MP,0.00000019
encouraged,A,MP,0.00000019
expectedly,R,MP,0.00000019
majestically,R,MP,0.00000019
oily,R,MP,0.00000019
pitiless,A,MP,0.00000019
twisty,A,MP,0.00000019
vicarious,A,MP,0.00000019
batter-fried,A,MP,0.00000019
commercially,R,MP,0.00000019
dastardly,R,MP,0.00000019
entranced,A,MP,0.00000019
filial,A,MP,0.00000019
groovy,A,MP,0.00000019
hurrying,A,MP,0.00000019
incurable,A,MP,0.00000019
inescapably,R,MP,0.00000019
lost,A,MP,0.00000019
low-ceilinged,A,MP,0.00000019
well-fed,A,MP,0.00000019
affectionately,R,MP,0.00000019
engrossingly,R,MP,0.00000019
formidably,R,MP,0.00000019
indigenous,A,MP,0.00000019
maligned,A,MP,0.00000019
rapt,A,MP,0.00000019
antiquarian,A,MP,0.00000019
irresistable,A,MP,0.00000019
superstar,A,MP,0.00000019
upto,A,MP,0.00000019
adroitly,R,MP,0.00000019
carnivorous,A,MP,0.00000019
enjoyably,R,MP,0.00000019
gratefully,R,MP,0.00000019
head,A,MP,0.00000019
trenchant,A,MP,0.00000019
unbiased,A,MP,0.00000019
winning,A,MP,0.00000019
125th,A,MP,0.00000018
corrupting,A,MP,0.00000018
costal,A,MP,0.00000018
danceable,A,MP,0.00000018
jaded,A,MP,0.00000018
proudly,R,MP,0.00000018
removable,A,MP,0.00000018
ruby,A,MP,0.00000018
sculptural,A,MP,0.00000018
vigorous,A,MP,0.00000018
atlantic,A,MP,0.00000018
beatiful,A,MP,0.00000018
credibly,R,MP,0.00000018
elemental,A,MP,0.00000018
middleweight,A,MP,0.00000018
mind-bending,A,MP,0.00000018
sly,A,MP,0.00000018
sunset,A,MP,0.00000018
unsparing,A,MP,0.00000018
concurrent,A,MP,0.00000018
exhaustively,R,MP,0.00000018
icelandic,A,MP,0.00000018
rehearsal,A,MP,0.00000018
sustained,A,MP,0.00000018
compulsively,R,MP,0.00000018
partisan,A,MP,0.00000018
unvarnished,A,MP,0.00000018
upside-down,A,MP,0.00000018
archived,A,MP,0.00000018
beefed-up,A,MP,0.00000018
continued,A,MP,0.00000018
dizzyingly,R,MP,0.00000018
endearingly,R,MP,0.00000018
harmoniously,R,MP,0.00000018
human-sized,A,MP,0.00000018
shakesperean,A,MP,0.00000018
specular,A,MP,0.00000018
starkly,A,MP,0.00000018
temperamental,A,MP,0.00000018
unfashionably,R,MP,0.00000018
core,A,MP,0.00000018
intricately,A,MP,0.00000018
matching,A,MP,0.00000018
mongolian,A,MP,0.00000018
predominately,R,MP,0.00000018
shattered,A,MP,0.00000018
unfettered,A,MP,0.00000018
absolutly,R,MP,0.00000018
adaptive,A,MP,0.00000018
down,A,MP,0.00000018
humanely,R,MP,0.00000018
reborn,A,MP,0.00000018
tidy,A,MP,0.00000018
unravelled,A,MP,0.00000018
weathered,A,MP,0.00000018
hard-pressed,A,MP,0.00000018
shuddery,A,MP,0.00000018
tempestuous,A,MP,0.00000018
heated,A,MP,0.00000018
independently,R,MP,0.00000018
misty,A,MP,0.00000018
nationally,R,MP,0.00000018
spiny,A,MP,0.00000018
teriffic,A,MP,0.00000018
uncannily,R,MP,0.00000018
commodious,A,MP,0.00000018
open-ended,A,MP,0.00000018
ordinarily,R,MP,0.00000018
stationary,A,MP,0.00000018
unfussy,A,MP,0.00000018
working,A,MP,0.00000018
amidst,A,MP,0.00000017
bohemian,A,MP,0.00000017
free-range,A,MP,0.00000017
heath,A,MP,0.00000017
marshal,A,MP,0.00000017
revolving,A,MP,0.00000017
spell-bound,A,MP,0.00000017
aerial,A,MP,0.00000017
bayesian,A,MP,0.00000017
competitively,R,MP,0.00000017
fifty-one,A,MP,0.00000017
five-year-old,A,MP,0.00000017
instructional,A,MP,0.00000017
maturely,R,MP,0.00000017
present-day,A,MP,0.00000017
reckless,A,MP,0.00000017
soluble,A,MP,0.00000017
transgressive,A,MP,0.00000017
unabashedly,R,MP,0.00000017
voraciously,R,MP,0.00000017
well-marked,A,MP,0.00000017
windy,A,MP,0.00000017
zoological,A,MP,0.00000017
adoptive,A,MP,0.00000017
amercian,A,MP,0.00000017
caught,A,MP,0.00000017
fallible,A,MP,0.00000017
hard-boiled,A,MP,0.00000017
indisputably,R,MP,0.00000017
sparingly,R,MP,0.00000017
sprightly,A,MP,0.00000017
unshowy,A,MP,0.00000017
viscerally,R,MP,0.00000017
brechtian,A,MP,0.00000017
factual,A,MP,0.00000017
lovecraftian,A,MP,0.00000017
nineteen,A,MP,0.00000017
periodically,R,MP,0.00000017
alma,A,MP,0.00000017
moroccan,A,MP,0.00000017
oft,A,MP,0.00000017
resounding,A,MP,0.00000017
twinkling,A,MP,0.00000017
accompanying,A,MP,0.00000017
agnostic,A,MP,0.00000017
animal,A,MP,0.00000017
ardently,R,MP,0.00000017
degenerative,A,MP,0.00000017
draped,A,MP,0.00000017
exhilaratingly,R,MP,0.00000017
heavenly,A,MP,0.00000017
lilting,A,MP,0.00000017
militarily,R,MP,0.00000017
nit,A,MP,0.00000017
surreally,R,MP,0.00000017
testy,A,MP,0.00000017
answerable,A,MP,0.00000017
cherish,A,MP,0.00000017
composite,A,MP,0.00000017
distanced,A,MP,0.00000017
fearlessly,R,MP,0.00000017
self-disciplined,A,MP,0.00000017
bliss,A,MP,0.00000017
captivated,A,MP,0.00000017
foursome,A,MP,0.00000017
laserdisc,A,MP,0.00000017
medical,A,MP,0.00000017
milian,A,MP,0.00000017
soundproof,A,MP,0.00000017
wondrously,R,MP,0.00000017
individualized,A,MP,0.00000017
sally,R,MP,0.00000017
unravelling,A,MP,0.00000017
distraught,A,MP,0.00000017
joyously,R,MP,0.00000017
retail,A,MP,0.00000017
sorrow,A,MP,0.00000017
closeted,A,MP,0.00000016
eery,A,MP,0.00000016
floral,A,MP,0.00000016
muslim,A,MP,0.00000016
seemless,A,MP,0.00000016
shady,A,MP,0.00000016
upmarket,A,MP,0.00000016
vaulted,A,MP,0.00000016
arresting,A,MP,0.00000016
instinctual,A,MP,0.00000016
measurable,A,MP,0.00000016
meat-eating,A,MP,0.00000016
unknowable,A,MP,0.00000016
unpunished,A,MP,0.00000016
defintely,R,MP,0.00000016
doting,A,MP,0.00000016
driven,A,MP,0.00000016
faint-hearted,A,MP,0.00000016
honorary,A,MP,0.00000016
optimal,A,MP,0.00000016
pictorial,A,MP,0.00000016
sociopolitical,A,MP,0.00000016
une,A,MP,0.00000016
unfaltering,A,MP,0.00000016
weaselly,A,MP,0.00000016
bizzare,A,MP,0.00000016
dear,A,MP,0.00000016
insight,A,MP,0.00000016
lucidly,R,MP,0.00000016
luminously,R,MP,0.00000016
notoriously,R,MP,0.00000016
poverty-stricken,A,MP,0.00000016
staid,A,MP,0.00000016
unlikeliest,A,MP,0.00000016
aspiring,A,MP,0.00000016
authoritative,A,MP,0.00000016
dramatical,A,MP,0.00000016
flirty,A,MP,0.00000016
nomadic,A,MP,0.00000016
stylised,A,MP,0.00000016
well-groomed,A,MP,0.00000016
constitutional,A,MP,0.00000016
experiential,A,MP,0.00000016
galactic,A,MP,0.00000016
jaunty,A,MP,0.00000016
mindblowing,A,MP,0.00000016
sled,A,MP,0.00000016
swedish,A,MP,0.00000016
thunderous,A,MP,0.00000016
twenty-first,A,MP,0.00000016
understatedly,R,MP,0.00000016
henreid,A,MP,0.00000016
affirmative,A,MP,0.00000016
officious,A,MP,0.00000016
saddening,A,MP,0.00000016
seminary,A,MP,0.00000016
sizeable,A,MP,0.00000016
taboo,A,MP,0.00000016
entrenched,A,MP,0.00000016
graduate,A,MP,0.00000016
humankind,A,MP,0.00000016
ineffable,A,MP,0.00000016
jian,A,MP,0.00000016
preventive,A,MP,0.00000016
thai,A,MP,0.00000016
weekly,R,MP,0.00000016
whistling,A,MP,0.00000016
witted,A,MP,0.00000016
anguished,A,MP,0.00000016
capitalistic,A,MP,0.00000016
evergreen,A,MP,0.00000016
fledged,A,MP,0.00000016
gluttonous,A,MP,0.00000016
irrefutable,A,MP,0.00000016
noncombustible,A,MP,0.00000016
northeast,R,MP,0.00000016
novelistic,A,MP,0.00000016
painterly,R,MP,0.00000016
analytic,A,MP,0.00000015
cornered,A,MP,0.00000015
hitler,A,MP,0.00000015
nihilistic,A,MP,0.00000015
scrupulous,A,MP,0.00000015
sovereign,A,MP,0.00000015
sufi,A,MP,0.00000015
umpteenth,A,MP,0.00000015
agile,A,MP,0.00000015
alittle,R,MP,0.00000015
capably,R,MP,0.00000015
curtain,A,MP,0.00000015
freak,A,MP,0.00000015
instinctively,R,MP,0.00000015
restful,A,MP,0.00000015
unheralded,A,MP,0.00000015
uproariously,R,MP,0.00000015
adore,R,MP,0.00000015
buoyant,A,MP,0.00000015
infinite,A,MP,0.00000015
tearfully,R,MP,0.00000015
unglamorous,A,MP,0.00000015
determined,A,MP,0.00000015
eponymous,A,MP,0.00000015
foppish,A,MP,0.00000015
indisputable,A,MP,0.00000015
mal,A,MP,0.00000015
tiered,A,MP,0.00000015
uninitiated,A,MP,0.00000015
cataclysmic,A,MP,0.00000015
dazzlingly,R,MP,0.00000015
folkloric,A,MP,0.00000015
fugitive,A,MP,0.00000015
interrelated,A,MP,0.00000015
lushly,A,MP,0.00000015
lushly,R,MP,0.00000015
matchless,A,MP,0.00000015
prescriptive,A,MP,0.00000015
relational,A,MP,0.00000015
uncut,A,MP,0.00000015
warmth,A,MP,0.00000015
boisterous,A,MP,0.00000015
cut-and-dried,A,MP,0.00000015
daringly,R,MP,0.00000015
gish,A,MP,0.00000015
impactive,A,MP,0.00000015
indebted,A,MP,0.00000015
irreplaceable,A,MP,0.00000015
kaleidoscopic,A,MP,0.00000015
leary,A,MP,0.00000015
phantom,A,MP,0.00000015
relateable,A,MP,0.00000015
rememberable,A,MP,0.00000015
sparely,R,MP,0.00000015
unconditioned,A,MP,0.00000015
untiring,A,MP,0.00000015
focused,A,MP,0.00000015
high-ceilinged,A,MP,0.00000015
high-class,A,MP,0.00000015
mutiny,A,MP,0.00000015
reduced,A,MP,0.00000015
slinky,A,MP,0.00000015
allegorically,R,MP,0.00000015
chord,A,MP,0.00000015
decisively,R,MP,0.00000015
harmonic,A,MP,0.00000015
retrospective,A,MP,0.00000015
rigorous,A,MP,0.00000015
sensibly,R,MP,0.00000015
soylent,A,MP,0.00000015
tantalizing,A,MP,0.00000015
technologically,R,MP,0.00000015
tight,R,MP,0.00000015
tragical,A,MP,0.00000015
understandably,R,MP,0.00000015
astutely,R,MP,0.00000015
corrosive,A,MP,0.00000015
dickensian,A,MP,0.00000015
elaborate,A,MP,0.00000015
everytime,R,MP,0.00000015
fastidious,A,MP,0.00000015
invigorating,A,MP,0.00000015
nan,A,MP,0.00000015
savoury,A,MP,0.00000015
seething,A,MP,0.00000015
theistic,A,MP,0.00000015
unshakable,A,MP,0.00000015
beguiling,A,MP,0.00000015
complimented,A,MP,0.00000015
decaying,A,MP,0.00000015
deconstructed,A,MP,0.00000015
extroverted,A,MP,0.00000015
federal,A,MP,0.00000015
four-year-old,A,MP,0.00000015
kelly,R,MP,0.00000015
punctually,R,MP,0.00000015
ranking,A,MP,0.00000015
rose,A,MP,0.00000015
urgently,R,MP,0.00000015
august,A,MP,0.00000014
averse,A,MP,0.00000014
bestial,A,MP,0.00000014
handwritten,A,MP,0.00000014
necessary,A,MP,0.00000014
off-white,A,MP,0.00000014
retractable,A,MP,0.00000014
seasonably,R,MP,0.00000014
self-imposed,A,MP,0.00000014
unanimous,A,MP,0.00000014
west,A,MP,0.00000014
civilised,A,MP,0.00000014
colourfully,R,MP,0.00000014
flakey,A,MP,0.00000014
fruity,A,MP,0.00000014
gnarly,A,MP,0.00000014
goof,A,MP,0.00000014
ground,A,MP,0.00000014
humongous,A,MP,0.00000014
introvert,A,MP,0.00000014
right-hand,A,MP,0.00000014
rueful,A,MP,0.00000014
twenty-two,A,MP,0.00000014
year-round,A,MP,0.00000014
allied,A,MP,0.00000014
aristotelian,A,MP,0.00000014
ass,R,MP,0.00000014
cloudy,A,MP,0.00000014
expressionist,A,MP,0.00000014
industrialized,A,MP,0.00000014
obedient,A,MP,0.00000014
pensive,A,MP,0.00000014
prepositional,A,MP,0.00000014
redolent,A,MP,0.00000014
rink,A,MP,0.00000014
rotatable,A,MP,0.00000014
scrumptiously,R,MP,0.00000014
spoon,A,MP,0.00000014
tangled,A,MP,0.00000014
thirty-eight,A,MP,0.00000014
unaccustomed,A,MP,0.00000014
vaudevillian,A,MP,0.00000014
wedge-shaped,A,MP,0.00000014
cinematically,R,MP,0.00000014
daffy,A,MP,0.00000014
excitingly,R,MP,0.00000014
slapstick,A,MP,0.00000014
sudanese,A,MP,0.00000014
unfailing,A,MP,0.00000014
appealingly,R,MP,0.00000014
archetypal,A,MP,0.00000014
bucolic,A,MP,0.00000014
burmese,A,MP,0.00000014
cost-effective,A,MP,0.00000014
detest,A,MP,0.00000014
downtrodden,A,MP,0.00000014
fatherly,A,MP,0.00000014
favored,A,MP,0.00000014
frail,A,MP,0.00000014
frazier,A,MP,0.00000014
mobile,A,MP,0.00000014
somalian,A,MP,0.00000014
spanking,A,MP,0.00000014
unsettlingly,A,MP,0.00000014
allegoric,A,MP,0.00000014
autumnal,A,MP,0.00000014
counter,A,MP,0.00000014
eventhough,A,MP,0.00000014
hand-held,A,MP,0.00000014
scrupulously,R,MP,0.00000014
spacial,A,MP,0.00000014
unequalled,A,MP,0.00000014
unsparingly,A,MP,0.00000014
baroque,A,MP,0.00000014
fraught,A,MP,0.00000014
organised,A,MP,0.00000014
parallel,R,MP,0.00000014
probally,R,MP,0.00000014
revolutionary,A,MP,0.00000014
torrential,A,MP,0.00000014
untold,A,MP,0.00000014
vigilant,A,MP,0.00000014
accidental,A,MP,0.00000014
best-loved,A,MP,0.00000014
eminently,R,MP,0.00000014
encompassing,A,MP,0.00000014
encyclical,A,MP,0.00000014
expediently,R,MP,0.00000014
gilt,A,MP,0.00000014
hott,A,MP,0.00000014
intransigent,A,MP,0.00000014
jacksonian,A,MP,0.00000014
jubilant,A,MP,0.00000014
metabolic,A,MP,0.00000014
penniless,A,MP,0.00000014
printable,A,MP,0.00000014
tangerine,A,MP,0.00000014
uncounted,A,MP,0.00000014
validated,A,MP,0.00000014
antsy,A,MP,0.00000014
armenian,A,MP,0.00000014
champion,A,MP,0.00000014
depp,A,MP,0.00000014
effervescent,A,MP,0.00000014
flightless,A,MP,0.00000014
heartwrenching,A,MP,0.00000014
lustrous,A,MP,0.00000014
obsessively,R,MP,0.00000014
scotty,A,MP,0.00000014
symphonic,A,MP,0.00000014
wittily,R,MP,0.00000014
100th,A,MP,0.00000014
burly,A,MP,0.00000014
childless,A,MP,0.00000014
consummately,R,MP,0.00000014
craftily,R,MP,0.00000014
damaged,A,MP,0.00000014
gawky,A,MP,0.00000014
jolting,A,MP,0.00000014
off-guard,A,MP,0.00000014
sequal,A,MP,0.00000014
spike,A,MP,0.00000014
aspirant,A,MP,0.00000013
eventful,A,MP,0.00000013
inalienable,A,MP,0.00000013
metaphoric,A,MP,0.00000013
oversized,A,MP,0.00000013
perfectionist,A,MP,0.00000013
potted,A,MP,0.00000013
promised,A,MP,0.00000013
smitten,A,MP,0.00000013
socialistic,A,MP,0.00000013
two-year-old,A,MP,0.00000013
unflagging,A,MP,0.00000013
untamed,A,MP,0.00000013
upmost,A,MP,0.00000013
attenborough,A,MP,0.00000013
bitingly,R,MP,0.00000013
ephemeral,A,MP,0.00000013
full,R,MP,0.00000013
immeasurable,A,MP,0.00000013
nonfictional,A,MP,0.00000013
respected,A,MP,0.00000013
stained,A,MP,0.00000013
stalwart,A,MP,0.00000013
taunt,A,MP,0.00000013
tragicomic,A,MP,0.00000013
gregarious,A,MP,0.00000013
incorruptible,A,MP,0.00000013
indescribably,R,MP,0.00000013
lynchian,A,MP,0.00000013
ornamental,A,MP,0.00000013
planetary,A,MP,0.00000013
unicorn,A,MP,0.00000013
woodsy,A,MP,0.00000013
wry,A,MP,0.00000013
customary,A,MP,0.00000013
delayed,A,MP,0.00000013
doubtlessly,R,MP,0.00000013
drastic,A,MP,0.00000013
erie,A,MP,0.00000013
geometric,A,MP,0.00000013
goodhearted,A,MP,0.00000013
likewise,R,MP,0.00000013
made,A,MP,0.00000013
pocket-sized,A,MP,0.00000013
probable,A,MP,0.00000013
stagecoach,A,MP,0.00000013
systematically,R,MP,0.00000013
unreachable,A,MP,0.00000013
ancient,A,MP,0.00000013
cantankerous,A,MP,0.00000013
clay,A,MP,0.00000013
conscientiously,R,MP,0.00000013
discretely,R,MP,0.00000013
fu,A,MP,0.00000013
plaintive,A,MP,0.00000013
renewable,A,MP,0.00000013
sidious,A,MP,0.00000013
sprawling,A,MP,0.00000013
achievable,A,MP,0.00000013
acoustically,R,MP,0.00000013
cushy,A,MP,0.00000013
doctoral,A,MP,0.00000013
encyclopedic,A,MP,0.00000013
ingenuous,A,MP,0.00000013
uncorrupted,A,MP,0.00000013
breezy,A,MP,0.00000013
briny,A,MP,0.00000013
charismatically,R,MP,0.00000013
flavorsome,A,MP,0.00000013
glamourous,A,MP,0.00000013
iconoclastic,A,MP,0.00000013
illustrious,A,MP,0.00000013
inhumanly,R,MP,0.00000013
moorish,A,MP,0.00000013
biologically,R,MP,0.00000013
blissfully,R,MP,0.00000013
cognizant,A,MP,0.00000013
commendably,R,MP,0.00000013
corean,A,MP,0.00000013
geographic,A,MP,0.00000013
jolly,A,MP,0.00000013
magnificant,A,MP,0.00000013
militaristic,A,MP,0.00000013
pedestal,A,MP,0.00000013
platonic,A,MP,0.00000013
rakish,A,MP,0.00000013
scholarly,A,MP,0.00000013
suttle,A,MP,0.00000013
unregulated,A,MP,0.00000013
votive,A,MP,0.00000013
archery,A,MP,0.00000013
cautionary,A,MP,0.00000013
finite,A,MP,0.00000013
immaterial,A,MP,0.00000013
melody,A,MP,0.00000013
mighty,R,MP,0.00000013
mulder,A,MP,0.00000013
rockabilly,R,MP,0.00000013
searing,A,MP,0.00000013
teary-eyed,A,MP,0.00000013
tyrant,A,MP,0.00000013
unpaid,A,MP,0.00000013
warden,A,MP,0.00000013
afoul,R,MP,0.00000013
cancerous,A,MP,0.00000013
coin-operated,A,MP,0.00000013
introspection,A,MP,0.00000013
predictive,A,MP,0.00000013
revengeful,A,MP,0.00000013
ripping,A,MP,0.00000013
user-friendly,A,MP,0.00000013
vietnamese,A,MP,0.00000013
all-important,A,MP,0.00000012
benevolently,R,MP,0.00000012
cloud-covered,A,MP,0.00000012
driving,A,MP,0.00000012
egg-shaped,A,MP,0.00000012
het,A,MP,0.00000012
honest-to-god,A,MP,0.00000012
methodologically,R,MP,0.00000012
musculoskeletal,A,MP,0.00000012
nontheless,A,MP,0.00000012
outfitted,A,MP,0.00000012
polytheistic,A,MP,0.00000012
steadfastly,R,MP,0.00000012
swiftly,R,MP,0.00000012
tautological,A,MP,0.00000012
trimmed,R,MP,0.00000012
unaffectionate,A,MP,0.00000012
washy,A,MP,0.00000012
arrestingly,R,MP,0.00000012
attentional,A,MP,0.00000012
bimonthly,A,MP,0.00000012
brute,A,MP,0.00000012
clattery,A,MP,0.00000012
close-set,A,MP,0.00000012
imperturbable,A,MP,0.00000012
ive,A,MP,0.00000012
made-to-order,A,MP,0.00000012
neural,A,MP,0.00000012
olden,A,MP,0.00000012
old-line,A,MP,0.00000012
pouched,A,MP,0.00000012
snootily,R,MP,0.00000012
solicitously,R,MP,0.00000012
stingily,R,MP,0.00000012
walk-up,A,MP,0.00000012
weasel,A,MP,0.00000012
astoundingly,R,MP,0.00000012
biochemical,A,MP,0.00000012
blooded,A,MP,0.00000012
fruitful,A,MP,0.00000012
gingerly,R,MP,0.00000012
hound,A,MP,0.00000012
illusive,A,MP,0.00000012
innately,R,MP,0.00000012
luminescent,A,MP,0.00000012
overcame,A,MP,0.00000012
ritualistic,A,MP,0.00000012
slapsticky,A,MP,0.00000012
brillantly,R,MP,0.00000012
frowned,A,MP,0.00000012
furiously,R,MP,0.00000012
hand-crafted,A,MP,0.00000012
impressively,A,MP,0.00000012
joyfully,R,MP,0.00000012
narnian,A,MP,0.00000012
nonprofit,A,MP,0.00000012
overjoyed,A,MP,0.00000012
safely,R,MP,0.00000012
touchable,A,MP,0.00000012
unofficial,A,MP,0.00000012
aegean,A,MP,0.00000012
arctic,A,MP,0.00000012
bespoke,A,MP,0.00000012
better-known,A,MP,0.00000012
bouncy,A,MP,0.00000012
characteristically,R,MP,0.00000012
city-like,A,MP,0.00000012
cleanly,R,MP,0.00000012
confidentially,R,MP,0.00000012
fail-safe,A,MP,0.00000012
foggy,A,MP,0.00000012
full-length,A,MP,0.00000012
good-humoured,A,MP,0.00000012
illusory,A,MP,0.00000012
legislative,A,MP,0.00000012
overfamiliar,A,MP,0.00000012
paired,A,MP,0.00000012
perishable,A,MP,0.00000012
photosensitive,A,MP,0.00000012
prenatal,A,MP,0.00000012
punctilious,A,MP,0.00000012
relaxed,A,MP,0.00000012
serendipitous,A,MP,0.00000012
shear,A,MP,0.00000012
thereto,R,MP,0.00000012
tiptop,A,MP,0.00000012
unconstitutional,A,MP,0.00000012
unleavened,A,MP,0.00000012
untended,A,MP,0.00000012
well,A,MP,0.00000012
anthropogenic,A,MP,0.00000012
anticipatory,A,MP,0.00000012
babylonian,A,MP,0.00000012
blighted,A,MP,0.00000012
boisterously,R,MP,0.00000012
borstal,A,MP,0.00000012
cursed,A,MP,0.00000012
justly,A,MP,0.00000012
magisterial,A,MP,0.00000012
oneself,A,MP,0.00000012
tireless,A,MP,0.00000012
undivided,A,MP,0.00000012
untraditional,A,MP,0.00000012
usefully,R,MP,0.00000012
adaptable,A,MP,0.00000012
archetype,A,MP,0.00000012
bier,A,MP,0.00000012
canny,A,MP,0.00000012
changeless,A,MP,0.00000012
child-centered,A,MP,0.00000012
commonplace,A,MP,0.00000012
complemented,A,MP,0.00000012
custom-built,A,MP,0.00000012
deliberative,A,MP,0.00000012
especailly,R,MP,0.00000012
fifteenth,A,MP,0.00000012
gandhian,A,MP,0.00000012
last,R,MP,0.00000012
nonsectarian,A,MP,0.00000012
pluralistic,A,MP,0.00000012
precinct,A,MP,0.00000012
pulmonary,A,MP,0.00000012
theatric,A,MP,0.00000012
unambiguous,A,MP,0.00000012
benevolent,A,MP,0.00000012
cal,A,MP,0.00000012
expressively,R,MP,0.00000012
intangible,A,MP,0.00000012
nite,A,MP,0.00000012
olivier,A,MP,0.00000012
overdrive,A,MP,0.00000012
pancreatic,A,MP,0.00000012
rousing,A,MP,0.00000012
subtextual,A,MP,0.00000012
surely,R,MP,0.00000012
unjustly,R,MP,0.00000012
unsuspected,A,MP,0.00000012
actionable,A,MP,0.00000012
beaded,A,MP,0.00000012
biannual,A,MP,0.00000012
caustic,A,MP,0.00000012
consultative,A,MP,0.00000012
described,A,MP,0.00000012
gustatorial,A,MP,0.00000012
home-cured,A,MP,0.00000012
il,A,MP,0.00000012
measured,A,MP,0.00000012
modern-day,A,MP,0.00000012
occidental,A,MP,0.00000012
parish,A,MP,0.00000012
plumed,A,MP,0.00000012
principally,R,MP,0.00000012
quarterly,R,MP,0.00000012
regimental,A,MP,0.00000012
rested,A,MP,0.00000012
ridged,A,MP,0.00000012
terriffic,A,MP,0.00000012
tropically,R,MP,0.00000012
uninhibited,A,MP,0.00000012
unlisted,A,MP,0.00000012
unparallel,A,MP,0.00000012
wild,R,MP,0.00000012
wroth,A,MP,0.00000012
cannibalistic,A,MP,0.00000012
clouded,A,MP,0.00000012
courageously,R,MP,0.00000012
delineated,A,MP,0.00000012
do-it-yourself,A,MP,0.00000012
hessian,A,MP,0.00000012
impetuous,A,MP,0.00000012
mellifluous,A,MP,0.00000012
mid,A,MP,0.00000012
poetical,A,MP,0.00000012
reticent,A,MP,0.00000012
spidey,A,MP,0.00000012
succesful,A,MP,0.00000012
surly,R,MP,0.00000012
unaltered,A,MP,0.00000012
wide,R,MP,0.00000012
armless,A,MP,0.00000011
fran,A,MP,0.00000011
imperious,A,MP,0.00000011
inconspicuous,A,MP,0.00000011
insular,A,MP,0.00000011
kindhearted,A,MP,0.00000011
morgan,A,MP,0.00000011
tensely,R,MP,0.00000011
costume,A,MP,0.00000011
frankie,A,MP,0.00000011
hardscrabble,A,MP,0.00000011
hypnotically,R,MP,0.00000011
indefinable,A,MP,0.00000011
inexpensively,R,MP,0.00000011
navigable,A,MP,0.00000011
practicable,A,MP,0.00000011
steeply,R,MP,0.00000011
stimulating,A,MP,0.00000011
top-down,A,MP,0.00000011
unsettle,A,MP,0.00000011
well-lighted,A,MP,0.00000011
wryly,R,MP,0.00000011
high-performance,A,MP,0.00000011
imperfectly,R,MP,0.00000011
interact,A,MP,0.00000011
intertwine,A,MP,0.00000011
letterboxed,A,MP,0.00000011
meek,A,MP,0.00000011
metaphysically,R,MP,0.00000011
organisational,A,MP,0.00000011
spellbinding,A,MP,0.00000011
storied,A,MP,0.00000011
testimonial,A,MP,0.00000011
transferable,A,MP,0.00000011
briskly,R,MP,0.00000011
charmed,A,MP,0.00000011
diligently,R,MP,0.00000011
glazed,A,MP,0.00000011
majesty,A,MP,0.00000011
nt,R,MP,0.00000011
palatial,A,MP,0.00000011
pronounced,A,MP,0.00000011
sean,A,MP,0.00000011
sexuality,A,MP,0.00000011
solemn,A,MP,0.00000011
wo,A,MP,0.00000011
antipathy,A,MP,0.00000011
dashing,A,MP,0.00000011
hip,A,MP,0.00000011
hourly,A,MP,0.00000011
penultimate,A,MP,0.00000011
springy,A,MP,0.00000011
unfiltered,A,MP,0.00000011
appreciable,A,MP,0.00000011
arguable,A,MP,0.00000011
bosnian,A,MP,0.00000011
cruelly,A,MP,0.00000011
departed,A,MP,0.00000011
disadvantaged,A,MP,0.00000011
dystopic,A,MP,0.00000011
enlarged,A,MP,0.00000011
euphoric,A,MP,0.00000011
founding,A,MP,0.00000011
landlady,A,MP,0.00000011
natal,A,MP,0.00000011
snug,A,MP,0.00000011
translatable,A,MP,0.00000011
unsettled,A,MP,0.00000011
columbian,A,MP,0.00000011
concurrently,R,MP,0.00000011
digestive,A,MP,0.00000011
dotty,A,MP,0.00000011
equipped,A,MP,0.00000011
faun,A,MP,0.00000011
flavoursome,A,MP,0.00000011
good-natured,A,MP,0.00000011
headlong,R,MP,0.00000011
heightened,A,MP,0.00000011
itinerant,A,MP,0.00000011
jungian,A,MP,0.00000011
labor-intensive,A,MP,0.00000011
recessed,A,MP,0.00000011
shivery,A,MP,0.00000011
sultry,A,MP,0.00000011
undoubted,A,MP,0.00000011
vous,A,MP,0.00000011
willful,A,MP,0.00000011
apocalyptical,A,MP,0.00000011
atmospherically,R,MP,0.00000011
humbly,R,MP,0.00000011
machiavellian,A,MP,0.00000011
mind-boggling,A,MP,0.00000011
prudent,A,MP,0.00000011
sagacious,A,MP,0.00000011
serendipitously,R,MP,0.00000011
starting,A,MP,0.00000011
unmatchable,A,MP,0.00000011
animistic,A,MP,0.00000011
doggedly,R,MP,0.00000011
elected,A,MP,0.00000011
especial,A,MP,0.00000011
extortionately,R,MP,0.00000011
leading,A,MP,0.00000011
levelheaded,A,MP,0.00000011
marriageable,A,MP,0.00000011
readably,R,MP,0.00000011
scorched,A,MP,0.00000011
signed,A,MP,0.00000011
singsong,A,MP,0.00000011
snazzy,A,MP,0.00000011
socialist,A,MP,0.00000011
sooty,A,MP,0.00000011
spanish-speaking,A,MP,0.00000011
statewide,A,MP,0.00000011
